REVIEWER,REVIEW_DATE,REVIEW_DURATION,REVIEW,1 NAME,RATING,NO OF STARS,PRICE,AMENITY 1,AMENITY 2,AMENITY 3,AMENITY 4,HNO
Prasanna Kumar,03-May,a month ago on,The wooden flooring outside of the bath area is bad. The bath area shower partition is half covered which makes water splash all over the bath room. Also the bed had some issues as i ended with back pain. …,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Prathik Matthai,05-May,a week ago on,Loved the food and aesthetic vibe of the place. The service was also top notch and Ms Mubin made us feel at ease with her hospitality!,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Parvesh Kumar Goyal,03-May,a month ago on,I had booked 2 rooms for my family through Accor app. I had requested for fresh bathing towel repeatedly for our room. Every time I was told by the house keeping or reception that they were sending the same which never came. …,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Ranita B,05-May,3 weeks ago on,Devajani  Sajil they are very well mannered helped us a lot and we are very happy for the services. The rooms are very clean and whenever we needed them they are always on time. Thanks you guys for everything which we have got wish to see you all again.,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Tanu Singh,05-May,a week ago on,"The room was kept extremely clean and hygienic and the staff members were very helpful especially hk supervisor Miss Devajani, Staff Shajil and Amal. All over the room service is top knotch.",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Abhinav Shankar,04-May,4 months ago on,1 has a very friendly staff. Very baby friendly as well. The breakfast buffet was quite good despite my previous experience with many 1s where it's more like a formality than a service. This 1 takes its service to customers to …,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Kamna Revanoor,04-May,3 weeks ago on,"I came here with my family on a one-day staycation. The rooms are clean and spacious. The food is good. The pool is clean without much chlorine, although the lighting in the pool can be improved. Overall, good experience.",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Peeyush Bhatnagar,05-May,4 months ago on,Good 1 and service staff is very humble and good. Location is favorable to me considering my Company in the vicinity. Housekeeping staff is doing a great work with no complaints. Their supervisor Devajani makes sure that everything is as expected and reaching to guests to collect the feedback for any area of improvement.,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Andrew Gnanamuthu,05-May,a month ago on,"The 1 service was really great. Cleanliness at its best. Right from the reception, the staffs were very friendly and courteous. In restaurant, Ms. Mubin served us with smile and was friendly to our kids. Appreciate Mr.Pappu for his service too. We enjoyed the stay at the 1",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Kal Gallage,05-May,2 months ago on,"The whole place was amazing, do recommend. Sakun, Somu and Lalitha were some of the staff members and they were very nice.
If you want to stuff your face with food, come here. I do recommend if you are …",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
arvind r,05-May,a month ago on,"It was my first visit to this 1. Lobby Rooms Pool area and Restaurant is good Staff are good, especially Priya at the front desk helped me check in easily and suggested nearby attractions. Breakfast was excellent. Parking was limited but outside staff helped me out. Will visit again.",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Ashok K,05-May,a month ago on,Very nice place to stay.... Good hospitality and very nice housekeeping... 1 food was very nice... Rooms are very neat and clean.......... Housekeeping was excellent.. this is the best place for couples and families for celebrating their holidays,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Naveen Noel,05-May,2 months ago on,"The Lord Jesus Christ loves you.  He is God in flesh. Do not fear seek him,  he will turn your sorrow to Joy. …",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Chintan Vora,05-May,3 months ago on,"Stay was fantastic, staff is very humble and supportive, food is delicious and high quality. Overall stay was 10 on 10. …",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Aditya Verma,03-May,a month ago on,Overall Rated Average for a stay of 3 days.  Some part of the stay are good but some were exceptionally below average . Though the 1 being a premium property parts of it looks old and require attention like electric kettle doesn't have …,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
RUSSEL PETERS,05-May,4 months ago on,My stay here was delightful and pleasant. I enjoyed my stay here. At the restaurant the food was good breakfast and lunch is worth having. The host Sakum at the restaurant help and serviced all my needs on what I wanted to eat. She was very …,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Stella Dsouza,05-May,3 weeks ago on,The cleaning service is very impressive. Ms. Debajani has done a marvellous job. Very pleasant and helping personality with a very kind and pleasant tone.... Good Job!!! 👍 …,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Paul Payproper,05-May,a week ago on,"Good property for stay, Debjani and Sajil were very helpful in service. I strongly recommend to stay here, Location is good  lots of nearby shops and supermarket. Breakfast was good.",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
jayasurya garapati,05-May,a month ago on,"The stay was pleasent , nice and comfy. That staff were super friendly and the inhouse buffet is nice as well. Special shoutout to Sakun , she was really helpful in the dining section. Cheers and Godd Work guys.",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
sameer ginwala,05-May,4 months ago on,Excellent stay. I had 4nights at the 1. The staff at the buffet was excellent. All the ladies serving us always had welcoming smiles. The check-in amd check out was smooth. They do not use plastic bottles in the room which is great. The …,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Arunsandeep Chandradoss,05-May,a month ago on,Sakun did a great service with warmth and wonderful hospitality. Our family had a great time. She gave a great care of us. Well done to entire team.,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Stalin Selvaraj,05-May,3 months ago on,"The hospitality was excellent. Room was super clean the service was done pretty fast before we are done with our breakfast. Food was delecious with so many options for veg and non-veg lovers. Especially ""Mubin"" made our day so special she provided a great service in assisting us with live food orders for our kids specifically.",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
James A,05-May,2 weeks ago on,MY uncle Mr. Adaikalaraj & auntys Margaret wedding anniversary celebration in this 1... Dejvajani done fantastic job...room hospitality & decoration service is best...thank you.. there are so happy..........................,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Deepak Marthi Prakash,04-May,2 weeks ago on,"Excellent rooms and service. Every little things from key, switches, phone, ac was ideal as it should be. …",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Mubin Chougle,05-May,a week ago on,"Excellent food , one that keep dinner till 11:30 instead of 10:30
Over all service is excellent. Will plan my next stay in Channi in same 1
Sakun excellent host",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
CA.Sujeeth Jain,05-May,4 weeks ago on,The 1 is well located and we can reach from the outer ring road which saves a lot of time from traffic and also it has many attractions in and around which can be visited if you feel to get out from 1 for some time. The staff have …,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
S.Arunachalam,05-May,4 weeks ago on,"Stay was good, room food all kind of service is excellent .
Great hospitality all staff is good specially front office staff are very helpful Mr. Vishnu and ms Priya.
We would love to come back.",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Pavithra Raju,05-May,2 weeks ago on,"Neat and clean rooms, excellent breakfast buffet spread, very friendly staff, overall a very good stay! Only one area of improvement, lighting around mirror could be better and there should be a plug point near mirrors.",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Kirooban Jayabalan,05-May,a month ago on,"I had pleasant stay in Novotel. Way better than Ibis. The staffs are really respectfull and hospitable. Food was great. Special mention about Sakun, Lalitha and Anbarasan from the restaurant, they were very courteous and kind. Rooms were …",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Amit Bhatt,05-May,a month ago on,"Great place to stay! The staff here are extremely cordial and make you feel special. Special mention to Mubin in the food area, appreciate her fondness to help the people and make them feel comfortable.",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Ramkrish V,04-May,a month ago on,"We had lunch and it was awesome.  Especially the ice tea is very good.

Mubin - She is good at handling the table.  Her service is so good and her pleasing approach is phenomenal.",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
tanmoy dey,04-May,2 months ago on,"Being an 5 star 1, services are of that level.. Room service very good.. People in front desk are very efficient & helpful..Services from Food section was on point, they try to fullfill all possible requirements.. Shoutout to ""Sukan"" & …",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Rajesh Mallipeddi,05-May,a month ago on,"We had a good time here with the kids. The breakfast was heavenly..
The rooms had a good view.. …",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Satish Kattimani,04-May,a week ago on,Very nice location. Thank you Mubin for your wonderful services. You helped me lot. Overall it was an very pleasant stay in your 1. A specilly i never forgot your smile 😊😊😊 thanks mubin …,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Chethan,04-May,a month ago on,"I had a delightful stay at Novotel Sipcot Chennai, thanks to the excellent service provided by Mubin, Sakoon, and Anbu. Their attentive and speedy response added to the overall positive experience. The food was delicious, and I appreciate …",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Raja Valavan,04-May,a week ago on,We had breakfast with family. The food and service was good. We were attended by Lalitha. She provided excellent service,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Rakesh JS,04-May,a month ago on,"Ms.Mubin’s service was so amazing while having our dinner and breakfast, felt much satisfied. She seems very passionate and kind everyone. Great work!",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
"Chakraborty, Shantanu",04-May,a month ago on,"Overall satisfying experience at Novotel.
Positives
-- Staff at front office, restaurant, bar etc. were extremely courteous and …",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Raghavendra Satwik,05-May,5 days ago on,Had a wonderful experience at Novotel Chennai. Debajani and Sanjib took extra care of my room and it was spotless. Will return for sure then next time i am in Chennai.,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
madhu sri,05-May,2 months ago on,We stayed here for 3 days. They give proper maintanence & room service throughout our stay. Food and ambience were too good. Customer service were too awesome especially sangitha who is a front end executive give us warm welcome and gesture.,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Abdul Rahman Ansari,02-May,a month ago on,"Pros:
1. Concierge employees. They are very kind and attentive.
2. Breakfast …",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Karthikeyan Murugesan,05-May,2 weeks ago on,"We are enjoyed our stay, food was excellent,

Service staffs are very helpful especially Mubin was so friendly and attentive.",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Harshal Tote,04-May,2 months ago on,"Had gone for a business meeting, reached late around 12:30-1 am. The staff seemed to be new so struggled with the check-in a bit. But the rooms were clean though smaller than what I had expected. The food was good",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Anindita Rudra,04-May,3 days ago on,"Special credit goes to Chef Subin...he took care of the food requirements very nicely, home like feeling, extremely happy with his attention to the individuals.",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Du Ri,05-May,3 months ago on,From the start to our last moment 5 days later we cannot praise the wonderful and helpful staff from the Ops Manager Mr Iyer down to security guard at pool they provided exceptional help throughout our stay. …,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Rajiv Mba,05-May,a week ago on,Housekeeping team was very  good. Specially Devajani was very helpful and polite. Room cleaning was perfect . Bed was very comfortable .,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Paul Massey,05-May,3 months ago on,"The staff were courteous and helpful, 1 generally clean and with good facilities. Overall is was a very satisfactory stay, although the room I stayed in was looking a little worn in a few places (e.g. stains on curtains), but overall an enjoyable visit",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Aadharsh Venkatraman,04-May,2 months ago on,Did a pit stop at the The Square Restaurant at Novtol. Had their breakfast buffet. Diverse options English and South Indian. Tried most of their options and enjoyed it. Everything is good expect their Sourh Indian dishes could have been better. But Great and prompt Service by Mubin and nithi mathan.,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
V K,05-May,a month ago on,Housekeeping devajani was very help Gul. Room was very comfortable . I feel like a staying in home . Food was very tasty very wonderful staff wonderful decoration all in all thanks for making the stay memorable very good experience all the best continue,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Thomas V,05-May,2 months ago on,"Had a very good experience staying at novatel sipcot and would love to visit again for the lovely clean rooms,good food service,warm welcome from front office staff. . To name some ,it would be Mazreen from front office who took good care …",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Vinaya K,05-May,3 weeks ago on,The food was excellent...it will not disappoint you...must visit once. Service of the staff was great. Mubin was very helpful and polite. Location was easy to find. Will definitely visit again!,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Vijay R,04-May,a month ago on,"Well maintained facility. Breakfast spread is good. Good location if you want to visit Mahabalipuram. Service is good, restaurant is clean and room service is prompt",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
